district_name,uid,area,min,max,mean,count,sum,median,geometry,source_file,bounds
Sangareddy,TSD0017,4460.37,27.693084716796875,29.415130615234375,28.567796495225693,36.0,1028.440673828125,28.574264526367188,"(77.44416825100006, 17.42785604100004, 78.44886573200006, 18.309307690000026)",30-06-2022.geojson,
Siddipet,TSD0018,3637.17,28.60784912109375,30.723846435546875,29.606714709051722,29.0,858.5947265625,29.553924560546875,"(78.49289586600008, 17.667265188000044, 79.30335584600004, 18.34315846100003)",30-06-2022.geojson,
Vikarabad,TSD0019,3618.96,27.064849853515625,28.210906982421875,27.632477858970905,29.0,801.3418579101562,27.561767578125,"(77.36247981800005, 16.90300025500005, 78.07315782100005, 17.637813938000022)",30-06-2022.geojson,
Wanaparthy,TSD0020,2174.67,27.84979248046875,28.912261962890625,28.37521531846788,18.0,510.7538757324219,28.373550415039062,"(77.65718116, 15.94285645900004, 78.31347526600007, 16.626992442000073)",30-06-2022.geojson,
Warangal Rural,TSD0021,2139.98,30.8118896484375,31.549041748046875,31.056535200639203,22.0,683.2437744140625,31.010345458984375,"(79.47950597500005, 17.619303173000105, 80.04124404200007, 18.279223933000026)",30-06-2022.geojson,
Warangal Urban,TSD0022,1294.45,30.455230712890625,31.404296875,30.893203735351562,10.0,308.9320373535156,30.844711303710938,"(79.23082975700004, 17.786163054000042, 79.67163482100005, 18.266255774000058)",30-06-2022.geojson,
Yadadri Bhuvanagiri,TSD0023,3422.72,28.806304931640625,30.937225341796875,30.032871791294642,28.0,840.92041015625,30.061279296875,"(78.68260567800007, 17.04419639500003, 79.45808114400006, 17.812669696000114)",30-06-2022.geojson,
Narayanpet,TSD0024,2380.13,27.349884033203125,28.60784912109375,28.056451416015626,20.0,561.1290283203125,28.067642211914062,"(77.23725451100006, 16.34148046400003, 77.79666638000009, 17.061726844000077)",30-06-2022.geojson,
Jogulamba Gadwal,TSD0025,2574.21,28.443695068359375,29.237548828125,28.899164373224433,22.0,635.7816162109375,28.8846435546875,"(77.48561464400007, 15.836429923000026, 78.25321888900004, 16.362950969000053)",30-06-2022.geojson,
Rangareddy,TSD0026,4997.54,26.964874267578125,29.527069091796875,28.157178925304876,41.0,1154.4443359375,28.104949951171875,"(77.92190617600005, 16.744225033000077, 78.84397639500008, 17.522654105000072)",30-06-2022.geojson,
Suryapet,TSD0027,3584.22,30.9058837890625,32.03253173828125,31.570034684806036,29.0,915.531005859375,31.577392578125,"(79.36051795300006, 16.63122235000003, 80.07318026800004, 17.526066134000075)",30-06-2022.geojson,
Medchal Malkajgiri,TSD0028,1088.52,28.36907958984375,29.31365966796875,28.719424777560764,9.0,258.4748229980469,28.6854248046875,"(78.34798865200008, 17.361463480000054, 78.75985781500003, 17.70854524600003)",30-06-2022.geojson,
Adilabad,TSD0029,3980.34,29.71209716796875,31.744537353515625,30.499003092447918,33.0,1006.4671020507812,30.262725830078125,"(78.17215629700007, 19.17277807100004, 78.97780562900004, 19.91690008100005)",30-06-2022.geojson,
Hyderabad,TSD0030,182.64,28.40936279296875,28.510833740234375,28.460098266601562,2.0,56.920196533203125,28.460098266601562,"(78.38267903300004, 17.293465379000054, 78.55019026600007, 17.483791793000023)",30-06-2022.geojson,
Kumurambheem Asifabad,TSD0031,4495.32,29.746429443359375,31.884796142578125,31.131422254774307,36.0,1120.731201171875,31.293121337890625,"(78.80016529900007, 19.050559607000025, 79.97913072000006, 19.617151517000025)",30-06-2022.geojson,
Jayashankar Bhupalpally,TSD0032,2946.01,31.337158203125,31.935546875,31.66071319580078,24.0,759.8571166992188,31.664688110351562,"(79.55918339200008, 18.156703452000045, 80.34460111152396, 18.869152369000062)",30-06-2022.geojson,
Mahabubnagar,TSD0033,2749.62,26.845489501953125,28.540679931640625,27.646944486177883,26.0,718.820556640625,27.682647705078125,"(77.67537161200016, 16.378530416000103, 78.369893344, 17.01442864699999)",30-06-2022.geojson,
Bhadradri Kothagudem,TSD0001,6974.14,26.305206298828125,27.67095947265625,27.122849987399192,62.0,1681.61669921875,27.140625,"(80.20302028700007, 17.190519193000057, 81.31479948400005, 18.238859586000046)",30-09-2022.geojson,
Jagtial,TSD0002,2853.09,25.832183837890625,27.138214111328125,26.5552978515625,26.0,690.437744140625,26.54736328125,"(78.51948718900007, 18.563739734000023, 79.29767471800005, 19.07988819600007)",30-09-2022.geojson,
Jangoan,TSD0003,2112.71,25.426971435546875,26.610321044921875,26.117931165193255,19.0,496.2406921386719,26.080810546875,"(78.86787166400006, 17.491730369000038, 79.56249112400008, 17.998869741000078)",30-09-2022.geojson,
Mulugu,TSD0004,4189.02,25.746612548828125,27.733917236328125,26.945797482052363,37.0,996.9945068359375,27.06072998046875,"(79.81612732700006, 17.99631982000011, 80.7937048350002, 18.63260770700009)",30-09-2022.geojson,
Kamareddy,TSD0005,3701.83,24.87164306640625,26.101776123046875,25.49496639476103,34.0,866.828857421875,25.465713500976562,"(77.52089201100006, 18.068441783000026, 78.56926485100007, 18.558842766000055)",30-09-2022.geojson,
Karimnagar,TSD0006,2127.79,26.4407958984375,27.06072998046875,26.747623019748264,18.0,481.45721435546875,26.747528076171875,"(78.94956144100007, 18.132462591000035, 79.58025617800001, 18.678822129000025)",30-09-2022.geojson,
Khammam,TSD0007,4491.25,26.668426513671875,27.49822998046875,27.155696217606707,41.0,1113.383544921875,27.17535400390625,"(79.80212475200005, 16.768789670000046, 80.92560532200008, 17.577896090000024)",30-09-2022.geojson,
Mahabubabad,TSD0008,3551.04,26.10986328125,27.11077880859375,26.729828933189655,29.0,775.1650390625,26.850860595703125,"(79.51293497700004, 17.321621569000058, 80.32312548900006, 18.106543834000092)",30-09-2022.geojson,
Mancherial,TSD0009,3909.4,25.822509765625,27.440093994140625,26.94474220275879,32.0,862.2317504882812,27.123687744140625,"(78.87934684700008, 18.672040560000028, 79.96247775100005, 19.288073780000047)",30-09-2022.geojson,
Medak,TSD0010,2771.68,24.5745849609375,25.649749755859375,25.07168212890625,25.0,626.7920532226562,25.128326416015625,"(77.79480732300004, 17.664489015000072, 78.58893089700007, 18.215476757000033)",30-09-2022.geojson,
Nagarkurnool,TSD0011,6399.07,23.840057373046875,26.74267578125,25.1872412109375,50.0,1259.362060546875,25.117828369140625,"(78.10083116400006, 16.00532167600005, 79.23432760400004, 16.830959432000043)",30-09-2022.geojson,
Nalgonda,TSD0012,7218.26,25.41082763671875,27.73553466796875,26.877239227294922,64.0,1720.143310546875,26.875869750976562,"(78.62614167300006, 16.35584791900004, 79.70200312500003, 17.35996707100003)",30-09-2022.geojson,
Nirmal,TSD0013,3729.13,25.3204345703125,26.5618896484375,25.972179412841797,32.0,831.1097412109375,25.999267578125,"(77.76173454100007, 18.84522452500005, 78.95237500500008, 19.342882151000026)",30-09-2022.geojson,
Nizamabad,TSD0014,4168.33,25.4576416015625,26.56512451171875,26.010808608111212,34.0,884.3674926757812,26.009765625,"(77.73094369300003, 18.43404349700006, 78.64029038200005, 19.015710890000037)",30-09-2022.geojson,
Peddapalli,TSD0015,2195.39,26.739471435546875,27.38360595703125,27.105119493272568,18.0,487.89215087890625,27.158401489257812,"(79.11294947900006, 18.385471986000027, 79.83268954900007, 18.854875013000026)",30-09-2022.geojson,
Rajanna Sircilla,TSD0016,1897.97,25.39306640625,26.4827880859375,25.96980857849121,16.0,415.5169372558594,25.941146850585938,"(78.52078465300008, 18.21376387500004, 79.02266919100003, 18.69041016700004)",30-09-2022.geojson,
Sangareddy,TSD0017,4460.37,24.15484619140625,25.793426513671875,24.936472574869793,36.0,897.7130126953125,24.9805908203125,"(77.44416825100006, 17.42785604100004, 78.44886573200006, 18.309307690000026)",30-09-2022.geojson,
Siddipet,TSD0018,3637.17,24.69244384765625,26.41497802734375,25.513482455549568,29.0,739.8909912109375,25.447967529296875,"(78.49289586600008, 17.667265188000044, 79.30335584600004, 18.34315846100003)",30-09-2022.geojson,
Vikarabad,TSD0019,3618.96,23.930450439453125,24.860321044921875,24.356866244612068,29.0,706.34912109375,24.376007080078125,"(77.36247981800005, 16.90300025500005, 78.07315782100005, 17.637813938000022)",30-09-2022.geojson,
Wanaparthy,TSD0020,2174.67,24.8038330078125,26.022674560546875,25.397104899088543,18.0,457.14788818359375,25.39227294921875,"(77.65718116, 15.94285645900004, 78.31347526600007, 16.626992442000073)",30-09-2022.geojson,
Warangal Rural,TSD0021,2139.98,26.62969970703125,27.051025390625,26.77402010830966,22.0,589.0284423828125,26.742691040039062,"(79.47950597500005, 17.619303173000105, 80.04124404200007, 18.279223933000026)",30-09-2022.geojson,
Warangal Urban,TSD0022,1294.45,26.3616943359375,26.98162841796875,26.68651123046875,10.0,266.8651123046875,26.695877075195312,"(79.23082975700004, 17.786163054000042, 79.67163482100005, 18.266255774000058)",30-09-2022.geojson,
Yadadri Bhuvanagiri,TSD0023,3422.72,24.910369873046875,26.7410888671875,25.94870867047991,28.0,726.5638427734375,25.97747802734375,"(78.68260567800007, 17.04419639500003, 79.45808114400006, 17.812669696000114)",30-09-2022.geojson,
Narayanpet,TSD0024,2380.13,24.321136474609375,25.741790771484375,25.106842041015625,20.0,502.1368408203125,25.0806884765625,"(77.23725451100006, 16.34148046400003, 77.79666638000009, 17.061726844000077)",30-09-2022.geojson,
Jogulamba Gadwal,TSD0025,2574.21,25.564208984375,26.284210205078125,25.936384721235797,22.0,570.6004638671875,25.909683227539062,"(77.48561464400007, 15.836429923000026, 78.25321888900004, 16.362950969000053)",30-09-2022.geojson,
